tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
"So every DJ at #SXSW now spins with an iPad as part of their arsenal. The future is coming. No wait, it's here.",,Positive emotion
Any iPad djs here? Need one for 3am Tuesday- Douche bags need not apply- #sxsw,,No emotion toward brand or product
Almost didn't bring my #iPad to #SXSW b/c it's a 1st gen. Having lunch wondering what the SXSW hipster uniform will be this year. #FB,,No emotion toward brand or product
hope u didn't jinx it. :) @mention Nice that @mention iPhone app is behaving today. Crashes yesterday were ridiculous. #sxsw,iPad or iPhone App,Positive emotion
"Thank goodness for these two hour breaks where I have turn off my iPhone, or my battery would be TOAST!  #sxsw",,I can't tell
Thank goodness they ran out of iPad 2s. Now I don't have to worry about giving in and just buying one at the popup Apple store. #SXSW,iPad,Positive emotion
@mention do I get bonus points if I collect all colors of glow in the dark google cups #googlekillsit #sxsw,,No emotion toward brand or product
"&quot;we do not want your undivided attention, so please take out your mobile phones and iPad 2s&quot; - @mention  #SXSW #LeanStartup",,No emotion toward brand or product
Just how do you improve your website rankings? Advice from both Google and Bing at #SXSW. {link},,No emotion toward brand or product
@mention does the #iphone at the price point of $49.99 make that even more of an explosion? How do carriers work on plans?  #SXSW #bolinsxsw,,No emotion toward brand or product
@mention Doh! I can share a pic of the update on my iPad since I'm not at #SXSW - if you'll mail me a shirt. ;),,No emotion toward brand or product
@mention Doing better now. Boys in bed &amp; I am downloading some realty tv to iPad for trip to #sxsw on Thurs. Thanks! :),,No emotion toward brand or product
"Fest tip-don't be an iPhone douche.Put away your phone and talk to your fellow festgoers in lines, etc.All good people who love film. #sxsw",iPhone,Negative emotion
Z7: Lead Don't Follow {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #zlf,,No emotion toward brand or product
@mention dont miss the Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking - #SXSW sessi Mon 12:30pm-Part 1 was at #SMX,,No emotion toward brand or product
"Just got down at the Android Party for #sxsw #AndroidSXSW here's the painting, time to blahzay! {link}",,No emotion toward brand or product
Counting down the days to #sxsw plus strong Canadian dollar means stock up on Apple gear,Apple,Positive emotion
The countdown to #SXSW has begun! @mention will be there‰Ы_ Pick up &quot;Fried Speakers&quot; on iTunes {link},,No emotion toward brand or product
"@mention Download the @mention for iPhone to reserve your space to #meet, #mingle or #escape during #sxsw! Go to:sxsw.myturnstone.com",,No emotion toward brand or product
"Having a drink called an Alan Turing and making a Lego robot. Oh, Google :) #sxsw  @mention Speakeasy {link}",Google,Positive emotion
Apple is driving the &quot;consumerization&quot; of IT.  #empowered  #SXSW,Apple,Positive emotion
Native Android and iOS dev in newest version of @mention Flash #sxswadobemobile #sxsw,,No emotion toward brand or product
at the Android party and kinda embarrassed by my iPhone #SXSW,iPhone,Negative emotion
Our friends at @mention finally &quot;put out&quot; for Android. Get their app &amp; get your disc on during #sxsw ^KH,,Positive emotion
"For friends at #SXSWi - New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",,No emotion toward brand or product
Picplz Adds Photo Collections And Borders {link} #Android #Apple #iPhone #iTunes #SXSW,,No emotion toward brand or product
"Apple heads to #SXSW, sets up temporary store in Austin {link}",,No emotion toward brand or product
"Apple heads to SXSW, sets up temporary store in #Austin {link} #news #sxsw",,No emotion toward brand or product
"Apple heads to SXSW, sets up temporary store in Austin {link} #Apple #iPad2 #RanceWilemon #SXSW #WhetherApple",,No emotion toward brand or product
That sounds...fantastic. RT @mention At the Google party...awesome. #SXSW,,Positive emotion
One lone dude awaits iPad 2 at Apple‰ЫЄs #SXSW store: Apple likely expected a bigger crowd forming at its South by ... {link},,No emotion toward brand or product
One lone dude awaits iPad 2 at Apple‰ЫЄs #SXSW store: Apple likely expected a bigger crowd‰Ы_ {link},,No emotion toward brand or product
One lone dude awaits iPad 2 at Apple‰ЫЄs SXSW store {link} #Apple #iPad2 #SXSW #tablets,,No emotion toward brand or product
"@mention Dude there's earthquakes,  tsunamis, iPad 2 and #SXSW. Get with it.",,No emotion toward brand or product
This schedule is heavier than my laptop. Where's my ipad already? #sxsw,iPad,Positive emotion
"#sxsw hardware. iPad #rickshaw bag, #lunatik, #incase iPhone4 battery pak, flip, Nike+, Bose buds, sprint mifi, ‰Ы_ {link}",,No emotion toward brand or product
"Kinda giddy about #TheIndustryParty with #Google (&amp; more) at #GSDM. Finally, the fun comes to us non #SWSurrogates. #sxsw #notpouting",Google,Positive emotion
Google body beta uber  #SXSW #health2dev #cool,Other Google product or service,Positive emotion
"We're ready for you @mention ! This is where the magic happens- @mention us, use the #zazzlesxsw hashtag and create your own iPhone case! #sxsw",,No emotion toward brand or product
"Can anybody get the #SXSW mobile apps to work? I've downloaded Android, iPhone and BlackBerry and they all get stuck downloading on startup.",iPad or iPhone App,Negative emotion
i'm already jealous // @mention Apple does a popup store just for #sxsw {link} #gonnagetanipad2,Apple,Positive emotion
Can already tell i should have brought as ass pillow and iPhone backup charger to #sxsw #numbassonfloor,iPhone,Positive emotion
Can anybody tell me if Apple store at #SXSW has White 16GB iPad Verizon in stock?  They were out on Saturday.,,No emotion toward brand or product
Google Body. @mention shares how patients &amp; physicians can wow each other by sharing data &amp; interactive anatomy #sxswh #hcinno #sxsw #sxswi,,No emotion toward brand or product
Taking the  #iPad 2 plunge at the  #SXSW pop-up store on Congress. #keepingupwithDKM,,No emotion toward brand or product
#sxsw WAZE {link} is duking it out with google re: personalized mapping experience. Friendly &quot;panel crashing&quot;,,No emotion toward brand or product
Find where @mention is playing at #SXSW on the #eventseekr app for Android. We got u! {link},Android App,Positive emotion
Off to see @mention in &quot;Left Brain Search = Google. Right Brain Search = X&quot; panel at #SXSW #BetterSearch,Google,Positive emotion
Srsly love @mention @mention promo @mention Srsly hate that it excludes @mention Esp. since my iPad insists I'm at Disney #sxsw,iPad,Negative emotion
"The Google / ACLU party tonight at #sxsw is the best thing ever. (And apparently, the Spazmatics are a franchised band. But they rock.)",Google,Positive emotion
Really the &quot;google me&quot; is now going to be called &quot;Circle&quot; hmm we will see later today at #sxsw,,No emotion toward brand or product
What's the #Buzz: #Billings entrepreneurs win tech award at #SXSW for @mention {link} via @mention #technology,,No emotion toward brand or product
"New Google #Circles Would Have More Nuanced Sharing, But#Google Says No Launch Imminent {link} -- later today at #SXSW ?",,No emotion toward brand or product
"Only white #ipad2 64gig wifi available at #Austin #SXSW #Apple popup store right now, but no wait!",,Positive emotion
"Temp store #sxsw  @mention Apple Store, SXSW {link}",,I can't tell
"#dgtltribe #sxsw #openbeta6 iPad give-away, fantastic! now how are we going to squeeze that in...",iPad,Positive emotion
"To service #SxSW attendees, #Apple opens popup #iPad store in Austin at Scarbrough Building on Congress Avenue",,No emotion toward brand or product
Loving the 80s music at aclu google party!!! #sxsw,Google,Positive emotion
sure to be a total scene! RT @mention Just spoke with the Austin Apple store. They are cautiously optimistic. #nerd #sxsw,Apple,Positive emotion
Or all the above? RT @mention setting up temp store at #SXSW 2 sell #iPad2- Crazy?Brilliant?Convenient? {link} #SXSWi,,No emotion toward brand or product
"One minute ago, the guy I spoke outside Apple's pop-up Austin store would have got his hands on an iPad 2. He waited since 6.30am... #sxsw",,No emotion toward brand or product
"Add google alerts to your project, and amazing things happen...#sxsw",Other Google product or service,Positive emotion
"HBD! If we all donated a dime... RT @mention everyone coming to #SXSW, a friendly reminder that iPad 2 out Friday &amp; my birthday is Saturday",,No emotion toward brand or product
Looks like all the apps for #SXSW are for the #iPhone. What about the #blackberry? The blackberry??? {link} (rt @mention,iPhone,Positive emotion
Even I use an iPhone now. RT @mention From evidence at #SxSW they might as well call this country the United States of Apple. #sxswsa,iPhone,Positive emotion
Test Drive an Xperia Play with @mention and @mention  details here: {link} (at least some of them) #Android #sxsw,,No emotion toward brand or product
"Any Google Analytics and DFP experts at #SXSW? Would love some insight on managing DFP campaigns, ad management/measurement. DM me! #HISXSW",Google,Positive emotion
#SXSW FREE App Festival Explorer helps you find the bands you want to see based on your music tastes {link},,No emotion toward brand or product
New iPhone app from @mention called DailyGrape - replacing WineLibrary TV with mobile content &amp; videos. Help to make wine choices #sxsw,,No emotion toward brand or product
Ellen Page appearance reduced to @mention iphone call. Hearts. Broken. #sxsw #super,,No emotion toward brand or product
Liking the Apple pop-up store at Sixth Street and Congress Avenue @mention #SXSW,Apple,Positive emotion
I wish the apple store employees cheering for all the people in line at the pop up apple store would cheer me on while I do timesheets #SXSW,,I can't tell
"OMG, There are probably 100 people in this session who already have an iPad 2 #sxsw",,No emotion toward brand or product
Fail Whale artist @mention living through the iPad 2 #sxsw {link},iPad,Positive emotion
I won't be at #sxsw and I won't be in line to buy iPad 2.0 tomorrow. #notwinning.,iPad,I can't tell
I'm unique at #SXSW because I'm the only one w/ an iPhone 3GS. All the others followers have the iPhone 4. #winning,,No emotion toward brand or product
"If you are at #SXSW stop by the Austin Details Gallery to check out some #iPad art
{link} #Art",,No emotion toward brand or product
"If you are at #SXSW, you'll need a QR Code app on your #iPhone that can read #vCards. Get Qrafter -&gt; {link} #QRCode",,No emotion toward brand or product
"Which line at #SXSW will be longer? 3/11 at the temp Apple store for the iPad2? Or 3/14 at the Microsoft booth for IE9? [Yeah, right!] :D",Apple,Positive emotion
Short line at the Apple pop up store in Austin. 50-60 people. #ipad2  #sxsw {link},Apple,Positive emotion
Whoa! line at the pop up apple store in downtown austin. iPad midnight madness.  #sxsw  {link},iPad,Positive emotion
"If you are attending #SXSW, please bring your old mobile phones for the Hope Phones project {link}  @mention",,No emotion toward brand or product
New Iphone autocorrect already tried to change &quot;coworkers&quot; to &quot;visigoths.&quot; Its going to be a long five days of #sxsw,iPhone,Negative emotion
Slides are available on the @mention site for @mention #touchingstories preso {link} #sxsw,,No emotion toward brand or product
